sample_name,cluster_label,class,donor,sex,age_days,cortical_layer
F1S4_170201_043_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_043_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_043_G01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_043_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L3
F1S4_170201_044_A01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_044_B01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_044_C01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_044_D01,Exc L3-5 RORB TWIST2,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_044_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_044_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_044_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_044_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L3
F1S4_170201_045_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_045_B01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_045_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_045_D01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_045_E01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_045_F01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_045_G01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_045_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L3
F1S4_170201_046_A01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_046_B01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_046_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_046_D01,Inh L1-4 VIP CHRNA6,GABAergic,H200.1030,M,19710,L3
F1S4_170201_046_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_046_F01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_170201_046_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_047_A01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_047_B01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_047_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_047_D01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_047_E01,Inh L2-4 SST FRZB,GABAergic,H200.1030,M,19710,L3
F1S4_170201_047_F01,Inh L2-3 VIP CASC6,GABAergic,H200.1030,M,19710,L3
F1S4_170201_047_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_048_A01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_048_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_048_C01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_048_D01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_048_E01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_048_F01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_048_G01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_049_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_049_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_049_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_049_D01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_049_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_049_F01,Inh L2-4 VIP CBLN1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_049_G01,Inh L2-5 VIP TYR,GABAergic,H200.1030,M,19710,L3
F1S4_170201_049_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_170201_050_A01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_050_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_050_C01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_050_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_050_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_050_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_050_G01,Inh L2-4 VIP CBLN1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_051_A01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_170201_051_C01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_051_D01,Inh L3-6 VIP HS3ST3A1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_051_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_051_F01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_051_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_052_A01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_052_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_052_D01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_052_E01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_052_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_052_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_053_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_053_B01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_053_C01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_053_D01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_170201_053_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_053_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_053_G01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_053_H01,Micro L1-6 TYROBP,Non-neuronal,H200.1030,M,19710,L3
F1S4_170201_054_A01,Inh L3-6 SST HPGD,GABAergic,H200.1030,M,19710,L3
F1S4_170201_054_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_054_D01,Inh L1-3 VIP CCDC184,GABAergic,H200.1030,M,19710,L3
F1S4_170201_054_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_054_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_054_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_055_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_055_B01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_055_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_055_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_055_E01,Inh L1-3 VIP CCDC184,GABAergic,H200.1030,M,19710,L3
F1S4_170201_055_F01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_055_G01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_056_A01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_056_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_056_C01,Inh L1-3 VIP CCDC184,GABAergic,H200.1030,M,19710,L3
F1S4_170201_056_D01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_056_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_056_F01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_056_G01,Inh L2-4 VIP CBLN1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_057_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_057_C01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_170201_057_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_057_E01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_057_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_057_G01,Inh L4-5 SST STK32A,GABAergic,H200.1030,M,19710,L3
F1S4_170201_058_A01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_058_B01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_058_D01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_058_E01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_058_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_058_G01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_058_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L3
F1S4_170201_059_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_059_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_059_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_059_E01,Inh L3-6 VIP HS3ST3A1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_059_F01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_059_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_060_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_060_B01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_060_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_060_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_060_F01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_060_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_060_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_170201_061_A01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_061_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_061_C01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_061_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_061_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_061_F01,Inh L2-4 VIP SPAG17,GABAergic,H200.1030,M,19710,L3
F1S4_170201_061_G01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_062_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_062_B01,Inh L2-4 VIP CBLN1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_062_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_062_D01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_062_E01,Inh L2-4 VIP SPAG17,GABAergic,H200.1030,M,19710,L3
F1S4_170201_062_F01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_170201_062_G01,Inh L2-4 VIP SPAG17,GABAergic,H200.1030,M,19710,L3
F1S4_170201_063_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_063_B01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_063_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_063_D01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_170201_063_E01,Inh L1-4 VIP CHRNA6,GABAergic,H200.1030,M,19710,L3
F1S4_170201_063_F01,Inh L1-3 VIP CCDC184,GABAergic,H200.1030,M,19710,L3
F1S4_170201_063_G01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_064_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_064_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_064_C01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_064_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_064_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_064_F01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_064_G01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_065_A01,Inh L2-4 VIP CBLN1,GABAergic,H200.1030,M,19710,L3
F1S4_170201_065_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_065_C01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_065_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_065_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_065_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_065_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_065_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_170201_066_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_066_C01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_066_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_066_E01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_066_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_066_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_066_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_170201_067_A01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_067_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_067_C01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170201_067_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_067_E01,Inh L1-4 VIP CHRNA6,GABAergic,H200.1030,M,19710,L3
F1S4_170201_067_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_067_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_067_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_170201_068_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_068_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_068_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_068_D01,Inh L1-3 VIP CCDC184,GABAergic,H200.1030,M,19710,L3
F1S4_170201_068_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_068_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_068_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170201_069_A01,Exc L3-5 RORB TWIST2,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_069_B01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_069_C01,Exc L4-5 RORB DAPK2,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_069_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_069_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_069_F01,Inh L3-6 VIP HS3ST3A1,GABAergic,H200.1030,M,19710,L4
F1S4_170201_069_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_069_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L4
F1S4_170201_070_A01,Inh L4-5 SST STK32A,GABAergic,H200.1030,M,19710,L4
F1S4_170201_070_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_070_C01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L4
F1S4_170201_070_E01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_070_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_070_G01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_071_A01,Inh L2-5 VIP TYR,GABAergic,H200.1030,M,19710,L4
F1S4_170201_071_B01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_071_D01,Inh L4-5 SST STK32A,GABAergic,H200.1030,M,19710,L4
F1S4_170201_071_E01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L4
F1S4_170201_072_A01,Inh L2-5 VIP SERPINF1,GABAergic,H200.1030,M,19710,L4
F1S4_170201_072_B01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_072_D01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_072_E01,Exc L4-5 RORB DAPK2,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_072_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_072_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_072_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L4
F1S4_170201_073_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_073_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_073_C01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_073_D01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_073_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_073_F01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L4
F1S4_170201_073_G01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_074_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_074_B01,Exc L5-6 THEMIS DCSTAMP,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_074_C01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_074_D01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_074_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_074_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_074_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_075_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_075_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_075_C01,Exc L4-5 RORB DAPK2,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_075_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_075_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_075_F01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_075_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_076_A01,Exc L3-5 RORB TWIST2,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_076_B01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_076_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_076_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_076_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_076_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_076_G01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_077_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_077_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_077_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_077_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_077_F01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1030,M,19710,L4
F1S4_170201_077_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_078_A01,Inh L4-6 PVALB SULF1,GABAergic,H200.1030,M,19710,L4
F1S4_170201_078_B01,no class,no class,H200.1030,M,19710,L4
F1S4_170201_078_C01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_078_D01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_078_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_078_F01,Inh L2-5 VIP TYR,GABAergic,H200.1030,M,19710,L4
F1S4_170201_078_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_078_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L4
F1S4_170201_079_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_079_B01,Inh L4-5 SST STK32A,GABAergic,H200.1030,M,19710,L4
F1S4_170201_079_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_079_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_079_E01,Inh L2-5 VIP SERPINF1,GABAergic,H200.1030,M,19710,L4
F1S4_170201_079_F01,Inh L2-5 VIP TYR,GABAergic,H200.1030,M,19710,L4
F1S4_170201_079_G01,Exc L4-5 RORB DAPK2,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_080_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_080_C01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_080_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_080_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_080_F01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L4
F1S4_170201_080_G01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_081_A01,Inh L2-4 SST FRZB,GABAergic,H200.1030,M,19710,L4
F1S4_170201_081_B01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_081_C01,Exc L4-5 RORB DAPK2,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_081_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_081_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_081_F01,Exc L4-5 RORB DAPK2,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_081_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_082_A01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L4
