sample_name,cluster_label,class,subclass,donor_sex,region,cortical_layer,external_donor_name
SM-DD45V_S053_E1-50,Outlier L5-6 SST KLHDC8A,Exclude,Exclude,F,CgG,L6,H200.1023
SM-DD45V_S054_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,F,CgG,L6,H200.1023
SM-DD45V_S055_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,F,CgG,L6,H200.1023
SM-DD45V_S056_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,F,CgG,L6,H200.1023
SM-DD45V_S057_E1-50,Inh L5 PVALB CNTNAP3P2,GABAergic,PVALB,M,CgG,L2,H200.1025
SM-DD45V_S058_E1-50,Exc L3-5 RORB HSPB3,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S059_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,CgG,L2,H200.1025
SM-DD45V_S060_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S061_E1-50,Inh L2-5 VIP TOX2,GABAergic,VIP,M,CgG,L2,H200.1025
SM-DD45V_S063_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S064_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,CgG,L2,H200.1025
SM-DD45V_S073_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,M,CgG,L2,H200.1025
SM-DD45V_S074_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S075_E1-50,Exc L3-5 RORB HSPB3,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S076_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,CgG,L2,H200.1025
SM-DD45V_S077_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,CgG,L2,H200.1025
SM-DD45V_S078_E1-50,Inh L1 PAX6 CA4,GABAergic,PAX6,M,CgG,L2,H200.1025
SM-DD45V_S079_E1-50,Exc L3-5 RORB CD24,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S080_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,CgG,L2,H200.1025
SM-DD45V_S081_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,M,CgG,L2,H200.1025
SM-DD45V_S084_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S085_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,CgG,L2,H200.1025
SM-DD45V_S087_E1-50,Exc L3-5 RORB HSPB3,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S088_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,CgG,L2,H200.1025
SM-DD45V_S090_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S091_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S092_E1-50,Exc L3-5 RORB CD24,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S093_E1-50,Inh L2-6 VIP VIP,GABAergic,VIP,M,CgG,L2,H200.1025
SM-DD45V_S094_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,M,CgG,L2,H200.1025
SM-DD45V_S095_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S096_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,CgG,L2,H200.1025
SM-DD45V_S097_E1-50,Inh L3-4 PVALB HOMER3,GABAergic,PVALB,M,V1C,L4c,H200.1025
SM-DD45V_S098_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S099_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S100_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,V1C,L4c,H200.1025
SM-DD45V_S102_E1-50,Exc L4-5 RORB ASCL1,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S103_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,V1C,L4c,H200.1025
SM-DD45V_S105_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S106_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S107_E1-50,Exc L4-5 RORB AIM2,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S108_E1-50,Exc L4-6 RORB HPCA,Glutamatergic,IT,M,V1C,L4c,H200.1025
SM-DD45V_S109_E1-50,Inh L3-4 PVALB HOMER3,GABAergic,PVALB,M,V1C,L4c,H200.1025
SM-DD45V_S110_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S111_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S112_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,V1C,L4c,H200.1025
SM-DD45V_S113_E1-50,Exc L4 RORB CACNG5,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S114_E1-50,Exc L4-5 RORB ASCL1,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S115_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S116_E1-50,Exc L4 RORB CACNG5,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S117_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S118_E1-50,Exc L4 RORB CACNG5,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S119_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45V_S120_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,V1C,L4c,H200.1025
SM-DD45V_S121_E1-50,Exc L5-6 THEMIS TMEM233,Glutamatergic,IT,F,CgG,L6,H200.1023
SM-DD45V_S122_E1-50,Donor L6 SLC17A7 RARRES2,Exclude,Exclude,F,CgG,L6,H200.1023
SM-DD45V_S123_E1-50,Exc L5-6 FEZF2 CYP26B1,Glutamatergic,L5/6 NP,F,CgG,L6,H200.1023
SM-DD45V_S124_E1-50,Inh L1-6 LAMP5 CA13,GABAergic,LAMP5,F,CgG,L6,H200.1023
SM-DD45V_S125_E1-50,Inh L5-6 PVALB STON2,GABAergic,PVALB,F,CgG,L6,H200.1023
SM-DD45V_S126_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,F,CgG,L6,H200.1023
SM-DD45V_S128_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,F,CgG,L6,H200.1023
SM-DD45V_S130_E1-50,Exc L5-6 THEMIS GPR21,Glutamatergic,L5/6 IT Car3,F,CgG,L6,H200.1023
SM-DD45V_S131_E1-50,Inh L6 SST NPY,GABAergic,SST,F,CgG,L6,H200.1023
SM-DD45V_S132_E1-50,Inh L5-6 PVALB STON2,GABAergic,PVALB,F,CgG,L6,H200.1023
SM-DD45V_S133_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,F,CgG,L6,H200.1023
SM-DD45V_S136_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,F,CgG,L6,H200.1023
SM-DD45V_S137_E1-50,Inh L1-3 VIP SSTR1,GABAergic,VIP,M,CgG,L2,H200.1025
SM-DD45V_S138_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S139_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,M,CgG,L2,H200.1025
SM-DD45V_S140_E1-50,Inh L1-3 VIP GGH,GABAergic,VIP,M,CgG,L2,H200.1025
SM-DD45V_S141_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,M,CgG,L2,H200.1025
SM-DD45V_S142_E1-50,Inh L1-5 VIP KCNJ2,GABAergic,VIP,M,CgG,L2,H200.1025
SM-DD45V_S143_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,CgG,L2,H200.1025
SM-DD45V_S145_E1-50,Inh L5 PVALB CNTNAP3P2,GABAergic,PVALB,M,CgG,L2,H200.1025
SM-DD45V_S146_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,M,CgG,L2,H200.1025
SM-DD45V_S147_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,M,CgG,L2,H200.1025
SM-DD45V_S148_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,M,CgG,L2,H200.1025
SM-DD45V_S149_E1-50,Exc L3-4 RORB PRSS12,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S150_E1-50,Inh L1-6 VIP RCN1,GABAergic,VIP,M,CgG,L2,H200.1025
SM-DD45V_S151_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,M,CgG,L2,H200.1025
SM-DD45V_S152_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,CgG,L2,H200.1025
SM-DD45V_S153_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S156_E1-50,Exc L3-5 RORB HSPB3,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S157_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S158_E1-50,Exc L3-5 RORB CMAHP,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45V_S159_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,CgG,L2,H200.1025
SM-DD45V_S160_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,CgG,L2,H200.1025
SM-DD45V_S162_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,CgG,L5a,H200.1025
SM-DD45V_S163_E1-50,Exc L3-5 RORB CMAHP,Glutamatergic,IT,M,CgG,L5a,H200.1025
SM-DD45V_S164_E1-50,Outlier L1-2 THEMIS IGH,Exclude,Exclude,M,CgG,L5a,H200.1025
SM-DD45V_S165_E1-50,Exc L3-5 RORB HSPB3,Glutamatergic,IT,M,CgG,L5a,H200.1025
SM-DD45V_S167_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,CgG,L5a,H200.1025
SM-DD45V_S168_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,CgG,L5a,H200.1025
SM-DD45V_S178_E1-50,Inh L3-4 PVALB HOMER3,GABAergic,PVALB,M,CgG,L5a,H200.1025
SM-DD45V_S179_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,M,CgG,L5a,H200.1025
SM-DD45V_S180_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,CgG,L5a,H200.1025
SM-DD45V_S181_E1-50,Inh L5-6 PVALB STON2,GABAergic,PVALB,M,CgG,L5a,H200.1025
SM-DD45V_S182_E1-50,Inh L4-6 SST MTHFD2P6,GABAergic,SST,M,CgG,L5a,H200.1025
SM-DD45V_S185_E1-50,Inh L5-6 LAMP5 SFTA3,GABAergic,LAMP5,M,CgG,L5a,H200.1025
SM-DD45V_S186_E1-50,Exc L3-5 RORB HSPB3,Glutamatergic,IT,M,CgG,L5a,H200.1025
SM-DD45V_S187_E1-50,Inh L5 PVALB CNTNAP3P2,GABAergic,PVALB,M,CgG,L5a,H200.1025
SM-DD45V_S188_E1-50,Exc L3-5 RORB CD24,Glutamatergic,IT,M,CgG,L5a,H200.1025
SM-DD45V_S189_E1-50,Inh L1-5 VIP KCNJ2,GABAergic,VIP,M,CgG,L5a,H200.1025
SM-DD45V_S190_E1-50,Exc L3-5 RORB HSPB3,Glutamatergic,IT,M,CgG,L5a,H200.1025
SM-DD45V_S192_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,CgG,L5a,H200.1025
SM-DD45W_S001_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S002_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S003_E1-50,Exc L4 RORB CACNG5,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S004_E1-50,Exc L4-6 RORB HPCA,Glutamatergic,IT,M,V1C,L4c,H200.1025
SM-DD45W_S005_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S006_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S007_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S008_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,V1C,L4c,H200.1025
SM-DD45W_S009_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S010_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,V1C,L4c,H200.1025
SM-DD45W_S011_E1-50,Exc L4 RORB CACNG5,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S012_E1-50,Exc L4 RORB CACNG5,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S013_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S014_E1-50,Exc L4 RORB CACNG5,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S015_E1-50,Inh L3-4 PVALB HOMER3,GABAergic,PVALB,M,V1C,L4c,H200.1025
SM-DD45W_S016_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,V1C,L4c,H200.1025
SM-DD45W_S017_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S018_E1-50,Exc L4 RORB CACNG5,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S019_E1-50,Donor L4 RORB LINC00702,Exclude,Exclude,M,V1C,L4c,H200.1025
SM-DD45W_S020_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S021_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S022_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S023_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S024_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,V1C,L4c,H200.1025
SM-DD45W_S025_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S026_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S028_E1-50,Inh L1-6 LAMP5 CA13,GABAergic,LAMP5,F,CgG,L2,H200.1023
SM-DD45W_S029_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S030_E1-50,Inh L1-3 VIP SSTR1,GABAergic,VIP,F,CgG,L2,H200.1023
SM-DD45W_S031_E1-50,Inh L3 VIP CBLN1,GABAergic,VIP,F,CgG,L2,H200.1023
SM-DD45W_S032_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,F,CgG,L2,H200.1023
SM-DD45W_S033_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,F,CgG,L2,H200.1023
SM-DD45W_S035_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,F,CgG,L2,H200.1023
SM-DD45W_S036_E1-50,Exc L3-5 RORB CD24,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S037_E1-50,Inh L5 PVALB CNTNAP3P2,GABAergic,PVALB,F,CgG,L2,H200.1023
SM-DD45W_S038_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S039_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S040_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,F,CgG,L2,H200.1023
SM-DD45W_S041_E1-50,Exc L3-5 RORB HSPB3,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S042_E1-50,Inh L3 VIP CBLN1,GABAergic,VIP,F,CgG,L2,H200.1023
SM-DD45W_S043_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S044_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S045_E1-50,Inh L1-6 LAMP5 CA13,GABAergic,LAMP5,F,CgG,L2,H200.1023
SM-DD45W_S046_E1-50,Inh L1-3 PAX6 NABP1,GABAergic,PAX6,F,CgG,L2,H200.1023
SM-DD45W_S048_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,F,CgG,L2,H200.1023
SM-DD45W_S049_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,M,CgG,L1,H200.1025
SM-DD45W_S050_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,CgG,L1,H200.1025
SM-DD45W_S051_E1-50,Inh L1-6 LAMP5 CA13,GABAergic,LAMP5,M,CgG,L1,H200.1025
SM-DD45W_S052_E1-50,Exc L5-6 FEZF2 CYP26B1,Glutamatergic,L5/6 NP,M,CgG,L1,H200.1025
SM-DD45W_S053_E1-50,Inh L1 VIP PRSS8,GABAergic,VIP,M,CgG,L1,H200.1025
SM-DD45W_S054_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,CgG,L1,H200.1025
SM-DD45W_S055_E1-50,Inh L2-5 VIP TOX2,GABAergic,VIP,M,CgG,L1,H200.1025
SM-DD45W_S057_E1-50,Astro L1 FGFR3 MT1G,Non-neuronal,Astrocyte,M,CgG,L2,H200.1025
SM-DD45W_S060_E1-50,Inh L1 VIP PRSS8,GABAergic,VIP,M,CgG,L2,H200.1025
SM-DD45W_S061_E1-50,Inh L2-5 VIP TOX2,GABAergic,VIP,M,CgG,L2,H200.1025
SM-DD45W_S063_E1-50,Exc L3-5 RORB HSPB3,Glutamatergic,IT,M,CgG,L2,H200.1025
SM-DD45W_S064_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,CgG,L2,H200.1025
SM-DD45W_S089_E1-50,Inh L3-4 PVALB HOMER3,GABAergic,PVALB,M,V1C,L4ab,H200.1025
SM-DD45W_S090_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4ab,H200.1025
SM-DD45W_S092_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,V1C,L4ab,H200.1025
SM-DD45W_S093_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4ab,H200.1025
SM-DD45W_S094_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4ab,H200.1025
SM-DD45W_S095_E1-50,Inh L3-6 PVALB MFI2,GABAergic,PVALB,M,V1C,L4ab,H200.1025
SM-DD45W_S096_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,V1C,L4ab,H200.1025
SM-DD45W_S097_E1-50,Exc L3-5 RORB HSPB3,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S098_E1-50,Inh L1-6 PVALB SCUBE3,GABAergic,PVALB,F,CgG,L2,H200.1023
SM-DD45W_S099_E1-50,Inh L2-6 VIP VIP,GABAergic,VIP,F,CgG,L2,H200.1023
SM-DD45W_S100_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S101_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S102_E1-50,Inh L1-3 VIP ZNF322P1,GABAergic,VIP,F,CgG,L2,H200.1023
SM-DD45W_S105_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S106_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S107_E1-50,Inh L2-4 SST AHR,GABAergic,SST,F,CgG,L2,H200.1023
SM-DD45W_S108_E1-50,Inh L2-5 VIP TOX2,GABAergic,VIP,F,CgG,L2,H200.1023
SM-DD45W_S109_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S110_E1-50,Exc L3-5 RORB CD24,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S111_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,F,CgG,L2,H200.1023
SM-DD45W_S113_E1-50,Exc L5-6 THEMIS TMEM233,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S114_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S115_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S116_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S118_E1-50,Exc L5-6 FEZF2 CYP26B1,Glutamatergic,L5/6 NP,F,CgG,L5a,H200.1023
SM-DD45W_S119_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S120_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,F,CgG,L5a,H200.1023
SM-DD45W_S121_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S122_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,F,CgG,L5a,H200.1023
SM-DD45W_S123_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S124_E1-50,Outlier L4-6 SLC17A7 CALM2P3,Exclude,Exclude,F,CgG,L5a,H200.1023
SM-DD45W_S125_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S126_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S127_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S128_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,F,CgG,L5a,H200.1023
SM-DD45W_S129_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S130_E1-50,Exc L3-5 LINC00507 SLN,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S131_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S132_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S133_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S134_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S135_E1-50,Exc L3-5 LINC00507 SLN,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S136_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,F,CgG,L5a,H200.1023
SM-DD45W_S137_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S138_E1-50,Exc L5-6 THEMIS TMEM233,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S139_E1-50,Exc L5-6 FEZF2 CYP26B1,Glutamatergic,L5/6 NP,F,CgG,L5a,H200.1023
SM-DD45W_S140_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S141_E1-50,Inh L5-6 SST TH,GABAergic,SST,F,CgG,L5a,H200.1023
SM-DD45W_S142_E1-50,Inh L4-6 SST MTHFD2P6,GABAergic,SST,F,CgG,L5a,H200.1023
SM-DD45W_S143_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5a,H200.1023
SM-DD45W_S145_E1-50,Inh L1-6 LAMP5 CA13,GABAergic,LAMP5,M,CgG,L5a,H200.1025
SM-DD45W_S147_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,CgG,L5a,H200.1025
SM-DD45W_S149_E1-50,Exc L3 LINC00507 PSRC1,Glutamatergic,IT,M,CgG,L5a,H200.1025
SM-DD45W_S154_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,CgG,L5b,H200.1025
SM-DD45W_S155_E1-50,Inh L5-6 LAMP5 SFTA3,GABAergic,LAMP5,M,CgG,L5b,H200.1025
SM-DD45W_S159_E1-50,Inh L5-6 LAMP5 SFTA3,GABAergic,LAMP5,M,CgG,L5b,H200.1025
SM-DD45W_S160_E1-50,Endo L2-5 CLDN5,Non-neuronal,Endothelial,M,CgG,L5b,H200.1025
SM-DD45W_S177_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,V1C,L4c,H200.1025
SM-DD45W_S178_E1-50,Exc L4-5 RORB ASCL1,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S179_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,V1C,L4c,H200.1025
SM-DD45W_S180_E1-50,Exc L4 RORB CACNG5,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S181_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,V1C,L4c,H200.1025
SM-DD45W_S182_E1-50,Exc L4 RORB BHLHE22,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45W_S183_E1-50,Exc L4-5 RORB AIM2,Glutamatergic,L4 IT,M,V1C,L4c,H200.1025
SM-DD45X_S009_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5b,H200.1023
SM-DD45X_S010_E1-50,Exc L5 RORB LINC01202,Glutamatergic,IT,F,CgG,L5b,H200.1023
SM-DD45X_S011_E1-50,Exc L5 RORB LINC01202,Glutamatergic,IT,F,CgG,L5b,H200.1023
SM-DD45X_S012_E1-50,Exc L5 FEZF2 MORN2,Glutamatergic,L5 ET,F,CgG,L5b,H200.1023
SM-DD45X_S013_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,CgG,L5b,H200.1023
SM-DD45X_S014_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,F,CgG,L5b,H200.1023
SM-DD45X_S015_E1-50,Exc L5 FEZF2 MORN2,Glutamatergic,L5 ET,F,CgG,L5b,H200.1023
